code,family,name,category_id,category_name,first_page,printed_page,pages,label,context
TE19-A05A,TE19,TE19,bimini,Bimini,37,35,"37,57",TE19-A05A - 215 cm 85” CODICE · CODE LARGHEZZA · CM WIDTH · INCHES  150 cm 59”  170 cm 67”  185 cm 73”,NCHES TE19-A01A 150 cm 59” TE19-A02A 170 cm 67” TE19-A03A 185 cm 73” TE19-A04A 200 cm 79” TE19-A05A 215 cm 85” CODICE · CODE LARGHEZZA · CM WIDTH · INCHES TE19-B03D 150 cm 59” TE19-B04D 170 cm 67” TE19-B05D 185 cm 73” TE19-B06D 200 cm 79” TE19-B07D
TE19-B03D,TE19,TE19,bimini,Bimini,37,35,"37,57",TE19-B03D - 150 cm 59”  170 cm 67”  185 cm 73”  200 cm 79”  215 cm 85” ALTEZZA 115 CM HEIGHT 45” ACCES,73” TE19-A04A 200 cm 79” TE19-A05A 215 cm 85” CODICE · CODE LARGHEZZA · CM WIDTH · INCHES TE19-B03D 150 cm 59” TE19-B04D 170 cm 67” TE19-B05D 185 cm 73” TE19-B06D 200 cm 79” TE19-B07D 215 cm 85” ALTEZZA 115 CM HEIGHT 45” ACCESSORI DI SERIE STANDARD
TE19-B04D,TE19,TE19,bimini,Bimini,37,35,"37,57",TE19-B04D - 170 cm 67”  185 cm 73”  200 cm 79”  215 cm 85” ALTEZZA 115 CM HEIGHT 45” ACCESSORI DI SERI,79” TE19-A05A 215 cm 85” CODICE · CODE LARGHEZZA · CM WIDTH · INCHES TE19-B03D 150 cm 59” TE19-B04D 170 cm 67” TE19-B05D 185 cm 73” TE19-B06D 200 cm 79” TE19-B07D 215 cm 85” ALTEZZA 115 CM HEIGHT 45” ACCESSORI DI SERIE STANDARD ACCESSORIES (A) 200 c
TE19-B05D,TE19,TE19,bimini,Bimini,37,35,"37,57",TE19-B05D - 185 cm 73”  200 cm 79”  215 cm 85” ALTEZZA 115 CM HEIGHT 45” ACCESSORI DI SERIE STANDARD A,85” CODICE · CODE LARGHEZZA · CM WIDTH · INCHES TE19-B03D 150 cm 59” TE19-B04D 170 cm 67” TE19-B05D 185 cm 73” TE19-B06D 200 cm 79” TE19-B07D 215 cm 85” ALTEZZA 115 CM HEIGHT 45” ACCESSORI DI SERIE STANDARD ACCESSORIES (A) 200 cm | 79” (B) 230 cm |
TE19-B06D,TE19,TE19,bimini,Bimini,37,35,"37,57",TE19-B06D - 200 cm 79”  215 cm 85” ALTEZZA 115 CM HEIGHT 45” ACCESSORI DI SERIE STANDARD ACCESSORIES (,GHEZZA · CM WIDTH · INCHES TE19-B03D 150 cm 59” TE19-B04D 170 cm 67” TE19-B05D 185 cm 73” TE19-B06D 200 cm 79” TE19-B07D 215 cm 85” ALTEZZA 115 CM HEIGHT 45” ACCESSORI DI SERIE STANDARD ACCESSORIES (A) 200 cm | 79” (B) 230 cm | 91” 175 cm | 69” CODI
TE19-B07D,TE19,TE19,bimini,Bimini,37,35,"37,57",TE19-B07D - 215 cm 85” ALTEZZA 115 CM HEIGHT 45” ACCESSORI DI SERIE STANDARD ACCESSORIES (A) 200 cm,NCHES TE19-B03D 150 cm 59” TE19-B04D 170 cm 67” TE19-B05D 185 cm 73” TE19-B06D 200 cm 79” TE19-B07D 215 cm 85” ALTEZZA 115 CM HEIGHT 45” ACCESSORI DI SERIE STANDARD ACCESSORIES (A) 200 cm | 79” (B) 230 cm | 91” 175 cm | 69” CODICE · CODE LARGHEZZA ·
TE19-E01D,TE19,TE19,bimini,Bimini,37,35,"37,57",TE19-E01D - 150 cm 59”  170 cm 67”  185 cm 73”  200 cm 79”  215 cm 85” ALTEZZA 140 CM HEIGHT 55” A B C,A) 200 cm | 79” (B) 230 cm | 91” 175 cm | 69” CODICE · CODE LARGHEZZA · CM WIDTH · INCHES TE19-E01D 150 cm 59” TE19-E02D 170 cm 67” TE19-E03F 185 cm 73” TE19-E04F 200 cm 79” TE19-E05F 215 cm 85” ALTEZZA 140 CM HEIGHT 55” A B CORDA 10 metri di corda.
TE19-E02D,TE19,TE19,bimini,Bimini,37,35,"37,57",TE19-E02D - 170 cm 67”  185 cm 73”  200 cm 79”  215 cm 85” ALTEZZA 140 CM HEIGHT 55” A B CORDA 10 metr,30 cm | 91” 175 cm | 69” CODICE · CODE LARGHEZZA · CM WIDTH · INCHES TE19-E01D 150 cm 59” TE19-E02D 170 cm 67” TE19-E03F 185 cm 73” TE19-E04F 200 cm 79” TE19-E05F 215 cm 85” ALTEZZA 140 CM HEIGHT 55” A B CORDA 10 metri di corda. ROPE 10 meters of ro
TE19-E03F,TE19,TE19,bimini,Bimini,37,35,"37,57",TE19-E03F - 185 cm 73”  200 cm 79”  215 cm 85” ALTEZZA 140 CM HEIGHT 55” A B CORDA 10 metri di corda.,69” CODICE · CODE LARGHEZZA · CM WIDTH · INCHES TE19-E01D 150 cm 59” TE19-E02D 170 cm 67” TE19-E03F 185 cm 73” TE19-E04F 200 cm 79” TE19-E05F 215 cm 85” ALTEZZA 140 CM HEIGHT 55” A B CORDA 10 metri di corda. ROPE 10 meters of rope. PIASTRINE TENDICO
TE19-E04F,TE19,TE19,bimini,Bimini,37,35,"37,57",TE19-E04F - 200 cm 79”  215 cm 85” ALTEZZA 140 CM HEIGHT 55” A B CORDA 10 metri di corda. ROPE 10 mete,GHEZZA · CM WIDTH · INCHES TE19-E01D 150 cm 59” TE19-E02D 170 cm 67” TE19-E03F 185 cm 73” TE19-E04F 200 cm 79” TE19-E05F 215 cm 85” ALTEZZA 140 CM HEIGHT 55” A B CORDA 10 metri di corda. ROPE 10 meters of rope. PIASTRINE TENDICORDA No.4 piastrine te
TE19-E05F,TE19,TE19,bimini,Bimini,37,35,"37,57",TE19-E05F - 215 cm 85” ALTEZZA 140 CM HEIGHT 55” A B CORDA 10 metri di corda. ROPE 10 meters of rope.,NCHES TE19-E01D 150 cm 59” TE19-E02D 170 cm 67” TE19-E03F 185 cm 73” TE19-E04F 200 cm 79” TE19-E05F 215 cm 85” ALTEZZA 140 CM HEIGHT 55” A B CORDA 10 metri di corda. ROPE 10 meters of rope. PIASTRINE TENDICORDA No.4 piastrine tendicorda in acciao in
TE20-B03F,TE20,TE20,bimini,Bimini,35,33,"35,57",TE20-B03F - 150 cm 59”  170 cm 67”  185 cm 73”  200 cm 79”  215 cm 85” CODICE · CODE LARGHEZZA · CM WI,| 91” 260 cm | 102” 160 cm | 63” 195 cm | 77” CODICE · CODE LARGHEZZA · CM WIDTH · INCHES TE20-B03F 150 cm 59” TE20-B04F 170 cm 67” TE20-B05F 185 cm 73” TE20-B06F 200 cm 79” TE20-B07F 215 cm 85” CODICE · CODE LARGHEZZA · CM WIDTH · INCHES TE20-E01H
TE20-B04F,TE20,TE20,bimini,Bimini,35,33,"35,57",TE20-B04F - 170 cm 67”  185 cm 73”  200 cm 79”  215 cm 85” CODICE · CODE LARGHEZZA · CM WIDTH · INCHES,60 cm | 63” 195 cm | 77” CODICE · CODE LARGHEZZA · CM WIDTH · INCHES TE20-B03F 150 cm 59” TE20-B04F 170 cm 67” TE20-B05F 185 cm 73” TE20-B06F 200 cm 79” TE20-B07F 215 cm 85” CODICE · CODE LARGHEZZA · CM WIDTH · INCHES TE20-E01H 150 cm 59” TE20-E02H
TE20-B05F,TE20,TE20,bimini,Bimini,35,33,"35,57",TE20-B05F - 185 cm 73”  200 cm 79”  215 cm 85” CODICE · CODE LARGHEZZA · CM WIDTH · INCHES  150 cm 59”,77” CODICE · CODE LARGHEZZA · CM WIDTH · INCHES TE20-B03F 150 cm 59” TE20-B04F 170 cm 67” TE20-B05F 185 cm 73” TE20-B06F 200 cm 79” TE20-B07F 215 cm 85” CODICE · CODE LARGHEZZA · CM WIDTH · INCHES TE20-E01H 150 cm 59” TE20-E02H 170 cm 67” TE20-E03H
TE20-B06F,TE20,TE20,bimini,Bimini,35,33,"35,57",TE20-B06F - 200 cm 79”  215 cm 85” CODICE · CODE LARGHEZZA · CM WIDTH · INCHES  150 cm 59”  170 cm 67”,GHEZZA · CM WIDTH · INCHES TE20-B03F 150 cm 59” TE20-B04F 170 cm 67” TE20-B05F 185 cm 73” TE20-B06F 200 cm 79” TE20-B07F 215 cm 85” CODICE · CODE LARGHEZZA · CM WIDTH · INCHES TE20-E01H 150 cm 59” TE20-E02H 170 cm 67” TE20-E03H 185 cm 73” TE20-E04H
TE20-B07F,TE20,TE20,bimini,Bimini,35,33,"35,57",TE20-B07F - 215 cm 85” CODICE · CODE LARGHEZZA · CM WIDTH · INCHES  150 cm 59”  170 cm 67”  185 cm 73”,NCHES TE20-B03F 150 cm 59” TE20-B04F 170 cm 67” TE20-B05F 185 cm 73” TE20-B06F 200 cm 79” TE20-B07F 215 cm 85” CODICE · CODE LARGHEZZA · CM WIDTH · INCHES TE20-E01H 150 cm 59” TE20-E02H 170 cm 67” TE20-E03H 185 cm 73” TE20-E04H 200 cm 79” TE20-E05H
TE20-E01H,TE20,TE20,bimini,Bimini,35,33,"35,57",TE20-E01H - 150 cm 59”  170 cm 67”  185 cm 73”  200 cm 79”  215 cm 85” ALTEZZA 115 CM HEIGHT 45” ALTEZ,73” TE20-B06F 200 cm 79” TE20-B07F 215 cm 85” CODICE · CODE LARGHEZZA · CM WIDTH · INCHES TE20-E01H 150 cm 59” TE20-E02H 170 cm 67” TE20-E03H 185 cm 73” TE20-E04H 200 cm 79” TE20-E05H 215 cm 85” ALTEZZA 115 CM HEIGHT 45” ALTEZZA 140 CM HEIGHT 55” AC
TE20-E02H,TE20,TE20,bimini,Bimini,35,33,"35,57",TE20-E02H - 170 cm 67”  185 cm 73”  200 cm 79”  215 cm 85” ALTEZZA 115 CM HEIGHT 45” ALTEZZA 140 CM HE,79” TE20-B07F 215 cm 85” CODICE · CODE LARGHEZZA · CM WIDTH · INCHES TE20-E01H 150 cm 59” TE20-E02H 170 cm 67” TE20-E03H 185 cm 73” TE20-E04H 200 cm 79” TE20-E05H 215 cm 85” ALTEZZA 115 CM HEIGHT 45” ALTEZZA 140 CM HEIGHT 55” ACCESSORI INOX INOX ACC
TE20-E03H,TE20,TE20,bimini,Bimini,35,33,"35,57",TE20-E03H - 185 cm 73”  200 cm 79”  215 cm 85” ALTEZZA 115 CM HEIGHT 45” ALTEZZA 140 CM HEIGHT 55” ACC,85” CODICE · CODE LARGHEZZA · CM WIDTH · INCHES TE20-E01H 150 cm 59” TE20-E02H 170 cm 67” TE20-E03H 185 cm 73” TE20-E04H 200 cm 79” TE20-E05H 215 cm 85” ALTEZZA 115 CM HEIGHT 45” ALTEZZA 140 CM HEIGHT 55” ACCESSORI INOX INOX ACCESSORIES LED WATERPRO
TE20-E04H,TE20,TE20,bimini,Bimini,35,33,"35,57",TE20-E04H - 200 cm 79”  215 cm 85” ALTEZZA 115 CM HEIGHT 45” ALTEZZA 140 CM HEIGHT 55” ACCESSORI INOX,GHEZZA · CM WIDTH · INCHES TE20-E01H 150 cm 59” TE20-E02H 170 cm 67” TE20-E03H 185 cm 73” TE20-E04H 200 cm 79” TE20-E05H 215 cm 85” ALTEZZA 115 CM HEIGHT 45” ALTEZZA 140 CM HEIGHT 55” ACCESSORI INOX INOX ACCESSORIES LED WATERPROOF LED WATERPROOF CER
TE20-E05H,TE20,TE20,bimini,Bimini,35,33,"35,57",TE20-E05H - 215 cm 85” ALTEZZA 115 CM HEIGHT 45” ALTEZZA 140 CM HEIGHT 55” ACCESSORI INOX INOX ACCESSO,NCHES TE20-E01H 150 cm 59” TE20-E02H 170 cm 67” TE20-E03H 185 cm 73” TE20-E04H 200 cm 79” TE20-E05H 215 cm 85” ALTEZZA 115 CM HEIGHT 45” ALTEZZA 140 CM HEIGHT 55” ACCESSORI INOX INOX ACCESSORIES LED WATERPROOF LED WATERPROOF CERNIERA SU BORDO ZIPPER
TE24-E07L,TE24,TE24,bimini,Bimini,9,7,"9,54",TE24-E07L - 245 cm 96”  260 cm 102”  275 cm 108”  290 cm 114”  305 cm 120”  320 cm 126”  335 cm 132”,o. Storage bag application on the Bimini Top. CODICE · CODE LARGHEZZA · CM WIDTH · INCHES TE24-E07L 245 cm 96” TE24-E08L 260 cm 102” TE24-E09L 275 cm 108” TE24-E10L 290 cm 114” TE24-E11L 305 cm 120” TE24-E12L 320 cm 126” TE24-E13L 335 cm 132” TE24-E
TE24-E08L,TE24,TE24,bimini,Bimini,9,7,"9,54",TE24-E08L - 260 cm 102”  275 cm 108”  290 cm 114”  305 cm 120”  320 cm 126”  335 cm 132”  350 cm 138”,ation on the Bimini Top. CODICE · CODE LARGHEZZA · CM WIDTH · INCHES TE24-E07L 245 cm 96” TE24-E08L 260 cm 102” TE24-E09L 275 cm 108” TE24-E10L 290 cm 114” TE24-E11L 305 cm 120” TE24-E12L 320 cm 126” TE24-E13L 335 cm 132” TE24-E14L 350 cm 138” TE24-
TE24-E09L,TE24,TE24,bimini,Bimini,9,7,"9,54",TE24-E09L - 275 cm 108”  290 cm 114”  305 cm 120”  320 cm 126”  335 cm 132”  350 cm 138”  365 cm 144”,p. CODICE · CODE LARGHEZZA · CM WIDTH · INCHES TE24-E07L 245 cm 96” TE24-E08L 260 cm 102” TE24-E09L 275 cm 108” TE24-E10L 290 cm 114” TE24-E11L 305 cm 120” TE24-E12L 320 cm 126” TE24-E13L 335 cm 132” TE24-E14L 350 cm 138” TE24-E15L 365 cm 144” TE24-
TE24-E10L,TE24,TE24,bimini,Bimini,9,7,"9,54",TE24-E10L - 290 cm 114”  305 cm 120”  320 cm 126”  335 cm 132”  350 cm 138”  365 cm 144”  380 cm 150”,EZZA · CM WIDTH · INCHES TE24-E07L 245 cm 96” TE24-E08L 260 cm 102” TE24-E09L 275 cm 108” TE24-E10L 290 cm 114” TE24-E11L 305 cm 120” TE24-E12L 320 cm 126” TE24-E13L 335 cm 132” TE24-E14L 350 cm 138” TE24-E15L 365 cm 144” TE24-E16L 380 cm 150” TE24-
TE24-E11L,TE24,TE24,bimini,Bimini,9,7,"9,54",TE24-E11L - 305 cm 120”  320 cm 126”  335 cm 132”  350 cm 138”  365 cm 144”  380 cm 150”  395 cm 156”,ES TE24-E07L 245 cm 96” TE24-E08L 260 cm 102” TE24-E09L 275 cm 108” TE24-E10L 290 cm 114” TE24-E11L 305 cm 120” TE24-E12L 320 cm 126” TE24-E13L 335 cm 132” TE24-E14L 350 cm 138” TE24-E15L 365 cm 144” TE24-E16L 380 cm 150” TE24-E17L 395 cm 156”
TE24-E12L,TE24,TE24,bimini,Bimini,9,7,"9,54",TE24-E12L - 320 cm 126”  335 cm 132”  350 cm 138”  365 cm 144”  380 cm 150”  395 cm 156”,” TE24-E08L 260 cm 102” TE24-E09L 275 cm 108” TE24-E10L 290 cm 114” TE24-E11L 305 cm 120” TE24-E12L 320 cm 126” TE24-E13L 335 cm 132” TE24-E14L 350 cm 138” TE24-E15L 365 cm 144” TE24-E16L 380 cm 150” TE24-E17L 395 cm 156”
TE24-E13L,TE24,TE24,bimini,Bimini,9,7,"9,54",TE24-E13L - 335 cm 132”  350 cm 138”  365 cm 144”  380 cm 150”  395 cm 156”,” TE24-E09L 275 cm 108” TE24-E10L 290 cm 114” TE24-E11L 305 cm 120” TE24-E12L 320 cm 126” TE24-E13L 335 cm 132” TE24-E14L 350 cm 138” TE24-E15L 365 cm 144” TE24-E16L 380 cm 150” TE24-E17L 395 cm 156”
TE24-E14L,TE24,TE24,bimini,Bimini,9,7,"9,54",TE24-E14L - 350 cm 138”  365 cm 144”  380 cm 150”  395 cm 156”,” TE24-E10L 290 cm 114” TE24-E11L 305 cm 120” TE24-E12L 320 cm 126” TE24-E13L 335 cm 132” TE24-E14L 350 cm 138” TE24-E15L 365 cm 144” TE24-E16L 380 cm 150” TE24-E17L 395 cm 156”
TE24-E15L,TE24,TE24,bimini,Bimini,9,7,"9,54",TE24-E15L - 365 cm 144”  380 cm 150”  395 cm 156”,” TE24-E11L 305 cm 120” TE24-E12L 320 cm 126” TE24-E13L 335 cm 132” TE24-E14L 350 cm 138” TE24-E15L 365 cm 144” TE24-E16L 380 cm 150” TE24-E17L 395 cm 156”
TE24-E16L,TE24,TE24,bimini,Bimini,9,7,"9,54",TE24-E16L - 380 cm 150”  395 cm 156”,” TE24-E12L 320 cm 126” TE24-E13L 335 cm 132” TE24-E14L 350 cm 138” TE24-E15L 365 cm 144” TE24-E16L 380 cm 150” TE24-E17L 395 cm 156”
TE24-E17L,TE24,TE24,bimini,Bimini,9,7,"9,54",TE24-E17L - 395 cm 156”,” TE24-E13L 335 cm 132” TE24-E14L 350 cm 138” TE24-E15L 365 cm 144” TE24-E16L 380 cm 150” TE24-E17L 395 cm 156”
CO01-L,CO01,Copriconsolle,coperture,Coperture,100,98,100,CO01-L - Grande · Large 145 cm | 57” 75 cm | 30” 120 cm | 47” 70 cm | 28” 35 cm | 14” Possibilità d,| 10” CO01-M Medio · Medium 135 cm | 53” 70 cm | 28” 100 cm | 39” 65 cm | 26” 30 cm | 12” CO01-L Grande · Large 145 cm | 57” 75 cm | 30” 120 cm | 47” 70 cm | 28” 35 cm | 14” Possibilità di realizzazioni fuori misure standard. | Possibility of cus
CO01-M,CO01,Copriconsolle,coperture,Coperture,100,98,100,CO01-M - Medio · Medium 135 cm | 53” 70 cm | 28” 100 cm | 39” 65 cm | 26” 30 cm | 12”  Grande · Lar,C D E CO01-S Piccolo · Small 125 cm | 49” 65 cm | 26” 65 cm | 26” 60 cm | 24” 25 cm | 10” CO01-M Medio · Medium 135 cm | 53” 70 cm | 28” 100 cm | 39” 65 cm | 26” 30 cm | 12” CO01-L Grande · Large 145 cm | 57” 75 cm | 30” 120 cm | 47” 70 cm | 28”
CO01-S,CO01,Copriconsolle,coperture,Coperture,100,98,100,CO01-S - Piccolo · Small 125 cm | 49” 65 cm | 26” 65 cm | 26” 60 cm | 24” 25 cm | 10”  Medio · Medi,elastic closure for improved adherence to the hull. CODICE · CODE TAGLIA · SIZE A B C D E CO01-S Piccolo · Small 125 cm | 49” 65 cm | 26” 65 cm | 26” 60 cm | 24” 25 cm | 10” CO01-M Medio · Medium 135 cm | 53” 70 cm | 28” 100 cm | 39” 65 cm | 26”
CO02-L,CO02,Coprisedili,coperture,Coperture,101,99,101,CO02-L - Grande · Large 120 cm | 47” 60 cm | 24” 140 cm | 55” 60 cm | 24” Possibilità di realizzazi,| 47” 50 cm | 20” CO02-M Medio · Medium 110 cm | 43” 55 cm | 22” 130 cm | 51” 55 cm | 22” CO02-L Grande · Large 120 cm | 47” 60 cm | 24” 140 cm | 55” 60 cm | 24” Possibilità di realizzazioni fuori misure standard. | Possibility of custom-made rea
CO02-M,CO02,Coprisedili,coperture,Coperture,101,99,101,CO02-M - Medio · Medium 110 cm | 43” 55 cm | 22” 130 cm | 51” 55 cm | 22”  Grande · Large 120 cm,A · SIZE A B C D CO02-S Piccolo · Small 100 cm | 39” 50 cm | 20” 120 cm | 47” 50 cm | 20” CO02-M Medio · Medium 110 cm | 43” 55 cm | 22” 130 cm | 51” 55 cm | 22” CO02-L Grande · Large 120 cm | 47” 60 cm | 24” 140 cm | 55” 60 cm | 24” Possibilità
CO02-S,CO02,Coprisedili,coperture,Coperture,101,99,101,CO02-S - Piccolo · Small 100 cm | 39” 50 cm | 20” 120 cm | 47” 50 cm | 20”  Medio · Medium 110 cm,e elastic closure for a better adherence to the seat. CODICE · CODE TAGLIA · SIZE A B C D CO02-S Piccolo · Small 100 cm | 39” 50 cm | 20” 120 cm | 47” 50 cm | 20” CO02-M Medio · Medium 110 cm | 43” 55 cm | 22” 130 cm | 51” 55 cm | 22” CO02-L Gran
CO03-A,CO03,Coprimotori,coperture,Coperture,102,100,102,CO03-A - 2.5 / 5 22 cm | 9” 42 cm | 17” 27 cm | 11”  6 / 10 28 cm | 11” 46 cm | 18” 32 cm | 13”  15,100 <<<< B C A COPRIMOTORI ENGINE COVERS COPERTURE | COVERS CODICE · CODE HP A B C CO03-A 2.5 / 5 22 cm | 9” 42 cm | 17” 27 cm | 11” CO03-B 6 / 10 28 cm | 11” 46 cm | 18” 32 cm | 13” CO03-C 15 / 30 28 cm | 11” 56 cm | 22” 40 cm | 16” CO03-
CO03-B,CO03,Coprimotori,coperture,Coperture,102,100,102,CO03-B - 6 / 10 28 cm | 11” 46 cm | 18” 32 cm | 13”  15 / 30 28 cm | 11” 56 cm | 22” 40 cm | 16”  2,PERTURE | COVERS CODICE · CODE HP A B C CO03-A 2.5 / 5 22 cm | 9” 42 cm | 17” 27 cm | 11” CO03-B 6 / 10 28 cm | 11” 46 cm | 18” 32 cm | 13” CO03-C 15 / 30 28 cm | 11” 56 cm | 22” 40 cm | 16” CO03-D 20 / 60 37 cm | 15” 66 cm | 26” 48 cm | 19” CO03
CO03-C,CO03,Coprimotori,coperture,Coperture,102,100,102,CO03-C - 15 / 30 28 cm | 11” 56 cm | 22” 40 cm | 16”  20 / 60 37 cm | 15” 66 cm | 26” 48 cm | 19”,/ 5 22 cm | 9” 42 cm | 17” 27 cm | 11” CO03-B 6 / 10 28 cm | 11” 46 cm | 18” 32 cm | 13” CO03-C 15 / 30 28 cm | 11” 56 cm | 22” 40 cm | 16” CO03-D 20 / 60 37 cm | 15” 66 cm | 26” 48 cm | 19” CO03-E 75 / 90 40 cm | 16” 68 cm | 27” 53 cm | 21” CO0
CO03-D,CO03,Coprimotori,coperture,Coperture,102,100,102,CO03-D - 20 / 60 37 cm | 15” 66 cm | 26” 48 cm | 19”  75 / 90 40 cm | 16” 68 cm | 27” 53 cm | 21”,10 28 cm | 11” 46 cm | 18” 32 cm | 13” CO03-C 15 / 30 28 cm | 11” 56 cm | 22” 40 cm | 16” CO03-D 20 / 60 37 cm | 15” 66 cm | 26” 48 cm | 19” CO03-E 75 / 90 40 cm | 16” 68 cm | 27” 53 cm | 21” CO03-F 115 / 125 46 cm | 18” 73 cm | 29” 60 cm | 24” C
CO03-E,CO03,Coprimotori,coperture,Coperture,102,100,102,CO03-E - 75 / 90 40 cm | 16” 68 cm | 27” 53 cm | 21”  115 / 125 46 cm | 18” 73 cm | 29” 60 cm | 24”,30 28 cm | 11” 56 cm | 22” 40 cm | 16” CO03-D 20 / 60 37 cm | 15” 66 cm | 26” 48 cm | 19” CO03-E 75 / 90 40 cm | 16” 68 cm | 27” 53 cm | 21” CO03-F 115 / 125 46 cm | 18” 73 cm | 29” 60 cm | 24” CO03-G 135 / 250 55 cm | 22” 90 cm | 35” 60 cm | 24”
CO03-F,CO03,Coprimotori,coperture,Coperture,102,100,102,CO03-F - 115 / 125 46 cm | 18” 73 cm | 29” 60 cm | 24”  135 / 250 55 cm | 22” 90 cm | 35” 60 cm | 2,60 37 cm | 15” 66 cm | 26” 48 cm | 19” CO03-E 75 / 90 40 cm | 16” 68 cm | 27” 53 cm | 21” CO03-F 115 / 125 46 cm | 18” 73 cm | 29” 60 cm | 24” CO03-G 135 / 250 55 cm | 22” 90 cm | 35” 60 cm | 24” Possibilità di realizzazioni fuori misure standard
CO03-G,CO03,Coprimotori,coperture,Coperture,102,100,102,CO03-G - 135 / 250 55 cm | 22” 90 cm | 35” 60 cm | 24” Possibilità di realizzazioni fuori misure st,40 cm | 16” 68 cm | 27” 53 cm | 21” CO03-F 115 / 125 46 cm | 18” 73 cm | 29” 60 cm | 24” CO03-G 135 / 250 55 cm | 22” 90 cm | 35” 60 cm | 24” Possibilità di realizzazioni fuori misure standard. | Possibility of custom-made realizations. DIMENSIO
CO04-A,CO04,Copritimoni,coperture,Coperture,103,101,103,CO04-A - 80 cm | 31”  90 cm | 35”  100 cm | 39”  110 cm | 43”  120 cm | 47” 1) Al momento dell’ordi,"101 >>>> COPRITIMONI HELM COVERS CODICE · CODE Ø CO04-A 80 cm | 31” CO04-B 90 cm | 35” CO04-C 100 cm | 39” CO04-D 110 cm | 43” CO04-E 120 cm | 47” 1) Al momento dell’ordine comunicare le misure A, B e C. 2"
CO04-B,CO04,Copritimoni,coperture,Coperture,103,101,103,CO04-B - 90 cm | 35”  100 cm | 39”  110 cm | 43”  120 cm | 47” 1) Al momento dell’ordine comunicare,"101 >>>> COPRITIMONI HELM COVERS CODICE · CODE Ø CO04-A 80 cm | 31” CO04-B 90 cm | 35” CO04-C 100 cm | 39” CO04-D 110 cm | 43” CO04-E 120 cm | 47” 1) Al momento dell’ordine comunicare le misure A, B e C. 2) Possibilità di re"
CO04-C,CO04,Copritimoni,coperture,Coperture,103,101,103,"CO04-C - 100 cm | 39”  110 cm | 43”  120 cm | 47” 1) Al momento dell’ordine comunicare le misure A,","101 >>>> COPRITIMONI HELM COVERS CODICE · CODE Ø CO04-A 80 cm | 31” CO04-B 90 cm | 35” CO04-C 100 cm | 39” CO04-D 110 cm | 43” CO04-E 120 cm | 47” 1) Al momento dell’ordine comunicare le misure A, B e C. 2) Possibilità di realizzazioni fuori m"
CO04-D,CO04,Copritimoni,coperture,Coperture,103,101,103,"CO04-D - 110 cm | 43”  120 cm | 47” 1) Al momento dell’ordine comunicare le misure A, B e C. 2) Pos","ONI HELM COVERS CODICE · CODE Ø CO04-A 80 cm | 31” CO04-B 90 cm | 35” CO04-C 100 cm | 39” CO04-D 110 cm | 43” CO04-E 120 cm | 47” 1) Al momento dell’ordine comunicare le misure A, B e C. 2) Possibilità di realizzazioni fuori misure standard. A] D"
CO04-E,CO04,Copritimoni,coperture,Coperture,103,101,103,"CO04-E - 120 cm | 47” 1) Al momento dell’ordine comunicare le misure A, B e C. 2) Possibilità di re","CE · CODE Ø CO04-A 80 cm | 31” CO04-B 90 cm | 35” CO04-C 100 cm | 39” CO04-D 110 cm | 43” CO04-E 120 cm | 47” 1) Al momento dell’ordine comunicare le misure A, B e C. 2) Possibilità di realizzazioni fuori misure standard. A] Diametro timone • Hel"
CO05-L,CO05,Copriwinch,coperture,Coperture,104,102,104,"CO05-L - Grande · Large 17 cm | 7” 22 cm | 9”  Molto Grande · Extra Large 19,5 cm | 8” 24 cm | 9” P","O05-S Piccolo · Small 14 cm | 6” 17 cm | 7” CO05-M Medio · Medium 15,5 cm | 6” 20 cm | 8” CO05-L Grande · Large 17 cm | 7” 22 cm | 9” CO05-X Molto Grande · Extra Large 19,5 cm | 8” 24 cm | 9” Possibilità di realizzazioni fuori misure standard. |"
CO05-M,CO05,Copriwinch,coperture,Coperture,104,102,104,"CO05-M - Medio · Medium 15,5 cm | 6” 20 cm | 8”  Grande · Large 17 cm | 7” 22 cm | 9”  Molto Grande","IZE A DIAMETRO · DIAMETER B ALTEZZA · HEIGHT CO05-S Piccolo · Small 14 cm | 6” 17 cm | 7” CO05-M Medio · Medium 15,5 cm | 6” 20 cm | 8” CO05-L Grande · Large 17 cm | 7” 22 cm | 9” CO05-X Molto Grande · Extra Large 19,5 cm | 8” 24 cm | 9” Possibil"
CO05-S,CO05,Copriwinch,coperture,Coperture,104,102,104,"CO05-S - Piccolo · Small 14 cm | 6” 17 cm | 7”  Medio · Medium 15,5 cm | 6” 20 cm | 8”  Grande · La","S COPERTURE | COVERS CODICE · CODE TAGLIA · SIZE A DIAMETRO · DIAMETER B ALTEZZA · HEIGHT CO05-S Piccolo · Small 14 cm | 6” 17 cm | 7” CO05-M Medio · Medium 15,5 cm | 6” 20 cm | 8” CO05-L Grande · Large 17 cm | 7” 22 cm | 9” CO05-X Molto Grande ·"
CO05-X,CO05,Copriwinch,coperture,Coperture,104,102,104,"CO05-X - Molto Grande · Extra Large 19,5 cm | 8” 24 cm | 9” Possibilità di realizzazioni fuori misu","CO05-M Medio · Medium 15,5 cm | 6” 20 cm | 8” CO05-L Grande · Large 17 cm | 7” 22 cm | 9” CO05-X Molto Grande · Extra Large 19,5 cm | 8” 24 cm | 9” Possibilità di realizzazioni fuori misure standard. | Possibility of custom-made realizations. DIM"
